50136,漠河
56748,保山
56751,大理
56752,宾川
56755,弥渡
56757,巍山
56761,大姚
56764,姚安
56766,牟定
56767,南华
56772,富民
56774,武定
56777,禄丰
56778,昆明
56782,马龙
56783,曲靖
56785,嵩明
56790,富源
56792,普安
56793,盘县
56835,陇川
56836,盈江
56839,镇康
56840,粱河
56841,龙陵
56842,施甸
56843,昌宁
56844,芒市
56846,凤庆
56849,永德
56851,南涧
56854,云县
56856,景东
56862,双柏
56863,安宁
56867,镇沅
56869,新平
56870,易门
56871,晋宁
56873,澄江
56875,玉溪
56876,江川
56878,通海
56879,华宁
56880,宜良
56881,石林
56882,呈贡
56883,师宗
56885,弥勒
56886,泸西
56889,丘北
56891,罗平
56898,峨山
56944,沧源
56946,耿马
56948,西盟
56949,孟连
56950,双江
56951,临沧
56952,景谷
56954,澜沧
56958,勐海
56962,墨江
56964,思茅
56966,元江
56969,勐腊
56970,石屏
56975,红河
56976,元阳
56977,江城
56978,绿春
56982,开远
56984,个旧
56987,金平
56991,砚山
56992,西畴
56994,文山
56995,马关
57001,甘谷
57002,秦安
57003,陇县
57004,武山
57006,天水
57007,礼县
57008,西和
57011,清水
57012,张家川
57014,麦积
57016,宝鸡
57020,陈仓
57021,千阳
57022,麟游
57023,彬县
57024,岐山
57025,凤翔
57026,扶风
57027,眉县
57028,太白
57029,礼泉
57030,永寿
57031,淳化
57033,泾阳
57034,武功
57035,乾县
57037,耀州
57038,兴平
57041,三原
57042,富平
57043,大荔
57045,渭南
57046,华山
57048,秦都
57051,三门峡
57052,永济
57053,芮城
57054,潼关
57055,华阴
57056,灵宝
57057,洛南
57060,夏县
57061,平陆
57063,渑池
57066,洛宁
57070,新安
57071,孟津
57072,孟州
57074,伊川
57075,汝州
57076,偃师
57078,汝阳
57079,温县
57080,巩义
57081,荥阳
57082,登封
57083,郑州
57084,嵩山
57085,新密
57086,新郑
57087,长葛
57088,禹州
57089,许昌
57090,中牟
57091,开封
57093,兰考
57094,尉氏
57095,鄢陵
57096,杞县
57098,扶沟
57099,太康
57102,成县
57105,康县
57106,略阳
57110,徽县
57111,两当
57113,凤县
57119,勉县
57123,杨凌
57124,留坝
57127,汉中
57128,城固
57131,泾河
57134,佛坪
57137,宁陕
57140,柞水
57143,商州
57144,镇安
57153,丹凤
57154,商南
57155,山阳
57156,西峡
57162,嵩县
57169,内乡
57173,鲁山
57175,镇平
57176,南召
57177,舞钢
57178,南阳
57179,方城
57180,郏县
57181,宝丰
57182,襄城
57183,临颍
57184,叶县
57185,舞阳
57186,漯河
57187,社旗
57188,西平
57189,遂平
57190,黄泛区
57191,通许
57192,淮阳
57193,西华
57194,上蔡
57195,川汇区
57196,项城
57197,汝南
57198,商水
57204,青川
57206,广元
57208,剑阁
57211,宁强
57213,南郑
57216,南江
57217,旺苍
57231,紫阳
57232,石泉
57233,汉阴
57237,万源
57238,镇巴
57242,旬阳
57245,安康
57247,岚皋
57248,平利
57249,竹溪
57251,郧西
57253,郧阳
57254,白河
57256,十堰
57257,竹山
57259,房县
57260,丹江口
57261,淅川
57265,老河口
57268,谷城
57271,新野
57273,唐河
57274,邓州
57278,襄阳
57279,枣阳
57281,泌阳
57285,桐柏
57290,驻马店
57292,平舆
57293,新蔡
57294,确山
57295,正阳
57296,息县
57297,信阳
57298,罗山
57299,光山
57303,苍溪
57306,阆中
57307,三台
57308,盐亭
57309,西充
57313,巴中
57314,南部
57315,仪陇
57317,蓬安
57318,营山
57320,通江
57324,平昌
57326,宣汉
57328,达川
57329,开江
57333,城口
57338,开县
57339,云阳
57343,镇坪
57345,巫溪
57348,奉节
57349,巫山
57355,巴东
57359,兴山
57361,保康
57362,神农架
57363,南漳
57370,宜城
57377,荆门
57378,钟祥
57381,随州
57386,孝昌
57387,京山
57388,安陆
57389,云梦
57390,鸡公山
57395,大悟
57396,新县
57398,红安
57399,麻城
57401,射洪
57402,蓬溪
57405,遂宁
57407,乐至
57408,安岳
57409,潼南
57411,高坪
57413,渠县
57414,岳池
57415,广安
57416,邻水
57417,武胜
57420,大竹
57425,垫江
57431,天城
57432,万州
57437,忠县
57438,石柱
57439,利川
57445,建始
57447,恩施
57453,夷陵区
57458,五峰
57461,宜昌
57464,长阳
57465,宜都
57469,松滋
57475,潜江
57476,荆州
57477,公安
57481,应城
57482,孝感
57483,天门
57484,沙洋
57485,仙桃
57486,汉川
57489,蔡甸
57492,新洲
57494,武汉
57495,团风
57496,鄂州
57498,黄冈
57499,大冶
57502,大足
57503,东兴区
57505,荣昌
57506,永川
57507,隆昌
57508,泸县
57509,万盛
57510,铜梁
57511,北碚
57512,合川
57513,渝北
57514,璧山
57516,沙坪坝
57517,江津
57518,巴南
57519,南川
57520,长寿
57523,丰都
57525,武隆
57536,黔江
57537,彭水
57540,咸丰
57541,宣恩
57543,鹤峰
57544,龙山
57545,来凤
57554,桑植
57558,张家界
57562,石门
57564,慈利
57565,澧县
57566,临澧
57571,石首
57573,监利
57574,南县
57575,华容
57577,安乡
57581,洪湖
57582,赤壁
57583,嘉鱼
57584,岳阳
57585,临湘
57586,崇阳
57589,通城
57590,咸宁
57596,金沙
57598,修水
57600,江安
57603,合江
57606,桐梓
57608,叙永
57612,綦江
57623,道真
57625,正安
57633,酉阳
57634,务川
57635,秀山
57636,沿河
57637,德江
57640,花垣
57642,保靖
57643,永顺
57646,古丈
57647,松桃
57649,吉首
57655,沅陵
57657,泸溪
57658,辰溪
57661,桃源
57662,常德
57663,汉寿
57666,桃江
57669,安化
57671,沅江
57673,湘阴
57674,赫山
57678,宁乡
57679,马坡岭
57680,汨罗
57682,平江
57687,长沙
57688,浏阳
57694,铜鼓
57696,宜丰
57698,万载
57699,上高
57707,毕节
57708,大方
57710,仁怀
57714,金沙
57717,遵义县
57718,息烽
57719,开阳
57722,湄潭
57723,凤冈
57728,瓮安
57729,余庆
57731,思南
57732,印江
57734,石阡
57735,岑巩
57736,江口
57737,施秉
57738,镇远
57739,玉屏
57740,凤凰
57741,铜仁
57742,万山
57743,麻阳
57744,新晃
57745,芷江
57752,溆浦
57754,洪江
57760,冷水江
57761,新化
57762,涟源
57763,娄底
57771,韶山
57772,湘乡
57773,湘潭
57774,双峰
57776,南岳
57777,衡山
57778,衡东
57779,攸县
57780,株洲
57781,醴陵
57783,上栗
57786,萍乡
57789,莲花
57792,分宜
57793,宜春
57794,芦溪
57796,新余
57798,安福
57799,吉安县
57800,纳雍
57803,黔西
57805,织金
57806,安顺
57807,六枝
57808,普定
57809,镇宁
57811,修文
57814,平坝
57816,贵阳
57821,福泉
57822,黄平
57824,贵定
57825,凯里
57827,都匀
57828,麻江
57829,丹寨
57832,三穗
57834,台江
57835,剑河
57837,雷山
57839,黎平
57840,天柱
57844,锦屏
57845,通道
57859,资源
57865,冷水滩
57866,永州
57867,东安
57868,祁阳
57870,祁东
57871,衡阳县
57872,衡阳
57874,常宁
57875,衡南
57876,耒阳
57881,安仁
57882,茶陵
57883,夏坪
57886,炎陵
57887,永兴
57889,桂东
57891,永新
57894,井冈山
57895,万安
57896,遂川
57899,泰和
57900,晴隆
57902,兴仁
57903,关岭
57905,贞丰
57906,望谟
57907,兴义
57908,安龙
57909,册亨
57910,紫云
57911,白云
57912,惠水
57913,龙里
57914,花溪
57915,乌当
57916,罗甸
57921,平塘
57922,独山
57923,三都
57926,荔波
57927,天峨
57932,榕江
57936,从江
57941,三江
57942,龙胜
57947,融安
57948,融水
57949,永福
57954,临桂
57955,兴安
57956,灵川
57957,桂林
57960,全州
57962,双牌
57964,灌阳
57965,道县
57966,宁远
57969,江永
57971,新田
57972,郴州
57973,桂阳
57974,嘉禾
57975,蓝山
57976,宜章
57978,临武
57981,资兴
57985,汝城
57988,乐昌
57989,仁化
57990,崇义
57991,上犹
57992,南康
57993,赣县
57994,大余
57995,信丰
57996,南雄
58001,睢县
58002,曹县
58003,成武
58004,民权
58005,商丘
58006,虞城
58007,柘城
58008,宁陵
58011,单县
58012,丰县
58013,沛县
58015,砀山
58016,萧县
58017,夏邑
58020,微山
58021,薛城
58022,峄城
58024,枣庄
58025,台儿庄
58026,邳州
58027,徐州
58030,兰陵
58032,临沭
58035,新沂
58036,东海
58038,沭阳
58040,赣榆
58041,西连岛
58044,连云港
58045,响水
58047,灌云
58048,灌南
58049,滨海
58100,郸城
58101,鹿邑
58102,亳州
58104,沈丘
58107,临泉
58108,界首
58109,太和
58111,永城
58112,天柱山
58113,濉溪
58114,涡阳
58116,淮北
58117,利辛
58118,蒙城
58122,宿州
58125,灵璧
58126,泗县
58127,怀远
58128,固镇
58129,五河
58130,睢宁
58131,宿迁
58132,泗阳
58135,泗洪
58138,盱眙
58139,洪泽
58140,涟水
58141,淮安
58143,阜宁
58145,楚州
58146,建湖
58147,金湖
58148,宝应
58150,射阳
58154,盐都
58158,大丰
58202,阜南
58203,阜阳
58205,淮滨
58207,潢川
58208,固始
58210,颍上
58212,凤台
58214,霍邱
58215,寿县
58220,长丰
58221,蚌埠
58222,凤阳
58223,明光
58224,淮南
58225,定远
58234,来安
58235,六合
58236,滁州
58237,浦口
58238,南京
58240,天长
58241,高邮
58242,仪征
58243,兴化
58244,江都
58245,扬州
58246,泰州
58247,扬中
58249,泰兴
58250,姜堰
58251,东台
58252,丹徒
58254,海安
58255,如皋
58257,靖江
58259,南通
58264,如东
58265,吕泗
58268,通州
58269,启东
58301,商城
58306,金寨
58311,六安
58314,霍山
58316,舒城
58317,岳西
58319,桐城
58320,肥西
58321,合肥
58323,肥东
58326,巢湖
58327,庐江
58329,无为
58330,含山
58331,和县
58334,芜湖
58335,当涂
58336,马鞍山
58337,繁昌
58338,芜湖县
58339,高淳
58340,溧水
58341,丹阳
58342,金坛
58344,句容
58345,溧阳
58346,宜兴
58349,苏州
58351,江阴
58352,常熟
58353,张家港
58354,无锡
58356,昆山
58358,东山
58359,吴江
58360,海门
58361,闵行
58362,宝山
58365,嘉定
58366,崇明
58367,徐家汇
58369,南汇
58370,浦东
58377,太仓
58401,罗田
58402,英山
58404,浠水
58408,蕲春
58409,黄梅
58417,宿松
58429,铜陵
58431,南陵
58432,泾县
58433,宣城
58435,旌德
58436,宁国
58437,黄山
58441,广德
58442,郎溪
58443,长兴
58446,安吉
58448,临安
58449,富阳
58450,湖州
58451,嘉善
58452,嘉兴
58453,柯桥
58454,德清
58455,海宁
58456,桐乡
58457,杭州
58458,海盐
58459,萧山
58460,金山
58461,青浦
58462,松江
58463,奉贤
58464,平湖
58467,慈溪
58468,余姚
58472,嵊泗
58477,定海
58484,岱山
58500,阳新
58501,武穴
58502,九江
58503,瑞昌
58505,九江县
58506,庐山
58507,武宁
58508,德安
58509,永修
58510,湖口
58512,彭泽
58514,星子
58517,都昌
58519,波阳
58520,祁门
58523,黟县
58524,浮梁
58527,景德镇
58529,婺源
58530,歙县
58531,屯溪
58534,休宁
58537,开化
58542,桐庐
58543,淳安
58544,建德
58546,浦江
58547,龙游
58548,兰溪
58549,金华
58550,诸暨
58553,上虞
58555,新昌
58556,嵊州
58557,义乌
58558,东阳
58559,天台
58560,磐安
58561,镇海
58562,鄞州
58563,北仑
58565,奉化
58566,象山
58567,宁海
58568,三门
58569,石浦
58570,普陀
58600,靖安
58601,奉新
58602,安义
58605,高安
58606,南昌
58607,南昌县
58608,樟树
58609,丰城
58612,余干
58614,进贤
58615,万年
58616,余江
58618,东乡
58619,临川
58620,乐平
58622,德兴
58623,上饶县
58624,弋阳
58625,横峰
58626,贵溪
58627,鹰潭
58629,铅山
58631,常山
58632,江山
58634,玉山
58635,广丰
58637,上饶
58642,武义
58643,永康
58644,遂昌
58646,丽水
58647,龙泉
58648,景宁
58652,仙居
58654,缙云
58656,乐清
58657,青田
58658,永嘉
58659,温州
58660,临海
58664,温岭
58665,洪家
58666,大陈
58667,玉环
58693,新建
58701,新干
58704,峡江
58705,永丰
58706,乐安
58707,吉水
58710,崇仁
58712,金溪
58713,资溪
58714,宜黄
58715,南城
58718,南丰
58719,黎川
58724,光泽
58725,邵武
58730,武夷山
58731,浦城
58734,建阳
58735,松溪
58736,政和
58737,建瓯
58742,云和
58744,寿宁
58745,庆元
58746,泰顺
58747,周宁
58748,福安
58749,柘荣
58750,文成
58751,平阳
58752,瑞安
58754,福鼎
58804,兴国
58806,宁都
58813,广昌
58814,石城
58818,宁化
58819,清流
58820,泰宁
58822,建宁
58823,顺昌
58824,明溪
58826,沙县
58828,三明
58836,古田
58837,尤溪
58839,闽清
58843,霞浦
58844,闽侯
58845,罗源
58846,宁德
58847,福州
58848,连江
58850,三沙
58903,瑞金
58905,于都
58906,会昌
58907,安远
58911,长汀
58917,武平
58918,上杭
58923,大田
58926,漳平
58927,龙岩
58928,华安
58929,安溪
58931,九仙山
58932,永泰
58934,永春
58935,德化
58938,秀屿
58941,长乐
58942,福清
58944,平潭
58946,莆田
59001,隆林
59004,西林
59007,广南
59012,乐业
59015,凌云
59017,田林
59021,凤山
59023,河池
59025,东兰
59027,巴马
59031,环江
59034,宜州
59037,都安
59038,忻城
59041,柳城
59044,沙塘
59045,鹿寨
59046,柳州
59047,柳江
59052,恭城
59053,平乐
59055,荔浦
59057,金秀
59058,蒙山
59059,昭平
59063,江华
59065,贺州
59071,连南
59072,连州
59074,连山
59075,阳山
59081,乳源
59082,韶关
59087,佛冈
59088,英德
59090,始兴
59091,全南
59092,龙南
59093,定南
59094,翁源
59096,连平
59097,新丰
59099,和平
59102,寻乌
59106,平远
59107,龙川
59109,兴宁
59113,永定
59114,蕉岭
59116,大埔
59117,梅县
59122,长泰
59124,南靖
59125,平和
59127,龙海
59129,漳浦
59130,同安
59131,南安
59133,崇武
59134,厦门
59205,富宁
59209,那坡
59211,百色
59215,德保
59218,靖西
59224,田东
59227,天等
59228,平果
59229,隆安
59230,马山
59235,上林
59237,武鸣
59238,宾阳
59241,象州
59242,来宾
59246,武宣
59255,平南
59256,藤县
59264,封开
59265,梧州
59266,龙圩
59268,郁南
59269,德庆
59270,怀集
59271,广宁
59276,四会
59278,高要
59279,三水
59280,清远
59284,花都
59285,从化
59287,广州
59288,南海
59289,东莞
59290,龙门
59293,河源
59294,增城
59297,博罗
59298,惠阳
59303,五华
59304,紫金
59306,揭西
59310,丰顺
59312,潮州
59313,饶平
59314,普宁
59315,揭阳
59316,汕头
59317,惠来
59318,潮阳
59319,澄海
59320,诏安
59322,云霄
59324,南澳
59419,凭祥
59421,大新
59429,上思
59431,南宁
59435,邕宁
59441,横县
59446,灵山
59448,浦北
59449,博白
59451,北流
59452,容县
59454,岑溪
59456,信宜
59457,陆川
59462,罗定
59469,阳春
59470,新兴
59471,云浮
59473,鹤山
59475,开平
59476,新会
59477,恩平
59478,台山
59480,顺德
59481,番禺
59485,中山
59487,斗门
59488,珠海
59492,惠东
59493,深圳
59500,海丰
59501,汕尾
59502,陆丰
59632,钦州
59635,防城港
59640,合浦
59644,北海
59650,遂溪
59653,高州
59654,廉江
59655,化州
59656,吴川
59658,湛江
59659,茂名
59663,阳江
59664,电白
59673,上川岛
59750,雷州
59754,徐闻
59757,琼山
59758,海口
59838,东方
59842,临高
59843,澄迈
59845,儋州
59847,昌江
59848,白沙
59849,琼中
59851,定安
59854,屯昌
59855,琼海
59856,文昌
59941,五指山
59945,保亭
59951,万宁
89058,南极长城
89573,南极中山
