Date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.04.2022 14:00,12.3,678.9,771.1,-2.6,11,从东南偏南方向吹来的风,3,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,13.4,,,2500或更高，或无云。,,,30.0,-17.3,无降水,12,,,,
15.04.2022 11:00,9.4,681.5,774.3,-0.7,11,从东方吹来的风,5,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,13.4,,,2500或更高，或无云。,,,30.0,-19.6,无降水,12,,,,
15.04.2022 08:00,3.2,682.2,775.5,0.6,39,从西北偏西方向吹来的风,1,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.9,13.4,,,2500或更高，或无云。,,,30.0,-9.7,无降水,12,,,,
15.04.2022 05:00,-2.9,681.6,775.0,0.5,58,从北方吹来的风,2,,11,,云量发展情况没有进行观测或无法观测。 ,,,-3.1,13.4,,,2500或更高，或无云。,,,30.0,-10.0,无降水,12,,,,
15.04.2022 02:00,1.4,681.1,773.5,,50,从东方吹来的风,3,,11,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.4,13.4,,,2500或更高，或无云。,,,30.0,-8.1,无降水,12,,,,
14.04.2022 20:00,7.3,679.0,771.9,2.0,26,从东北偏东方向吹来的风,5,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,13.4,,,2500或更高，或无云。,,,30.0,-10.9,无降水,12,,,,
14.04.2022 17:00,12.3,677.0,768.7,-0.1,15,从北方吹来的风,5,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,14.1,,,2500或更高，或无云。,,,30.0,-13.6,无降水,12,,,,
14.04.2022 14:00,12.9,677.1,768.4,-0.9,13,从西北偏北方向吹来的风,7,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,15.4,,,2500或更高，或无云。,,,29.0,-14.9,无降水,12,,,,
14.04.2022 11:00,9.9,678.0,769.6,,22,从西北偏北方向吹来的风,4,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,2.4,15.4,,,2500或更高，或无云。,,,30.0,-10.8,无降水,12,,,,
14.04.2022 08:00,3.0,677.5,769.9,,54,从西北偏北方向吹来的风,5,,10,, ,,,2.4,15.4,,,,,,30.0,-5.6,无降水,6,,,,
14.04.2022 05:00,3.4,675.7,766.9,0.3,35,从北方吹来的风,3,,9,,云量发展情况没有进行观测或无法观测。 ,,,0.5,15.4,,,2500或更高，或无云。,,,30.0,-10.6,无降水,12,,,,
14.04.2022 02:00,5.0,675.4,766.4,,30,从北方吹来的风,4,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,15.4,,,2500或更高，或无云。,,,30.0,-11.1,无降水,12,,,,
13.04.2022 20:00,8.6,671.8,762.4,1.7,12,从西北方吹来的风,1,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,15.4,,,2500或更高，或无云。,,,30.0,-19.2,无降水,12,,,,
13.04.2022 17:00,13.9,670.1,760.9,-0.3,11,从西方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,15.4,,,2500或更高，或无云。,,,30.0,-16.1,无降水,12,,,,
13.04.2022 14:00,13.7,670.4,760.9,-0.8,11,从西方吹来的风,5,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,14.1,,,2500或更高，或无云。,,,30.0,-16.2,无降水,12,,,,
13.04.2022 11:00,12.6,671.2,761.5,0.4,13,从西方吹来的风,7,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,14.1,,,2500或更高，或无云。,,,28.0,-15.1,无降水,12,,,,
13.04.2022 08:00,9.5,670.8,761.2,1.1,33,从西南偏西方向吹来的风,4,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,0.5,14.1,,,2500或更高，或无云。,,,14.0,-6.0,无降水,12,,,,
13.04.2022 05:00,1.8,669.7,760.4,-0.6,66,从东方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,,,-0.1,14.1,,,2500或更高，或无云。,,,11.0,-3.9,无降水,12,,,,
13.04.2022 02:00,3.4,670.3,761.0,,45,从东方吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-0.1,14.1,,,2500或更高，或无云。,,,30.0,-7.4,无降水,12,,,,
12.04.2022 20:00,8.4,671.3,762.6,-0.1,24,从东方吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-0.1,14.1,,,2500或更高，或无云。,,,17.0,-11.0,无降水,12,,,,
12.04.2022 17:00,14.0,671.4,762.4,,13,从西南偏南方向吹来的风,2,,8,, ,,,-0.1,14.0,,,,,,30.0,-14.0,无降水,6,,,,
12.04.2022 14:00,12.5,672.7,763.6,-1.7,17,从东方吹来的风,2,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-0.1,15.7,,,2500或更高，或无云。,,,30.0,-11.9,无降水,12,,,,
12.04.2022 11:00,10.1,674.4,765.6,-0.4,20,从东南偏东方向吹来的风,4,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-0.1,19.6,,,2500或更高，或无云。,,,30.0,-11.8,无降水,12,,,,
12.04.2022 08:00,5.1,674.8,766.5,0.6,33,从西北偏北方向吹来的风,3,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-0.1,19.6,,,2500或更高，或无云。,,,30.0,-9.8,无降水,12,,,,
12.04.2022 05:00,1.5,674.2,765.7,-0.2,46,从西北偏北方向吹来的风,2,,11,,云量发展情况没有进行观测或无法观测。 ,,,1.5,19.6,,,2500或更高，或无云。,,,30.0,-8.9,无降水,12,,,,
12.04.2022 02:00,4.4,674.4,765.0,,38,从西北偏北方向吹来的风,6,,14,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.5,19.6,,,2500或更高，或无云。,,,30.0,-8.7,无降水,12,,,,
11.04.2022 20:00,9.2,672.8,762.4,1.3,24,从北方吹来的风,5,,14,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,9.2,19.6,,,2500或更高，或无云。,,,25.0,-10.3,无降水,12,,,,
11.04.2022 17:00,12.5,671.5,760.2,1.4,20,从西方吹来的风,3,,14,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.8,,,,2500或更高，或无云。,,,18.0,-9.8,无降水,12,,,,
11.04.2022 14:00,15.7,670.1,758.3,0.9,11,从西北方吹来的风,8,,14,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,,,,2500或更高，或无云。,,,10.0,-14.7,无降水,12,,,,
11.04.2022 11:00,16.7,669.2,757.5,0.4,14,从西北方吹来的风,4,,10,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,,,,2500或更高，或无云。,,,4.7,-10.9,无降水,12,,,,
11.04.2022 08:00,15.3,668.8,756.4,2.7,13,从西北偏北方向吹来的风,5,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,11.8,,,,2500或更高，或无云。,,,5.0,-13.0,无降水,12,,,,
11.04.2022 05:00,16.4,666.1,751.6,1.7,25,从西北偏西方向吹来的风,4,,9,,云量发展情况没有进行观测或无法观测。 ,,,4.7,29.2,,,2500或更高，或无云。,,,14.0,-3.7,无降水,12,,,,
11.04.2022 02:00,15.3,664.4,749.9,,37,从西北偏西方向吹来的风,2,,16,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,29.2,,,2500或更高，或无云。,,,13.0,0.7,无降水,12,,,,
10.04.2022 20:00,17.8,664.3,751.7,0.9,21,从北方吹来的风,1,,16,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,29.2,,,2500或更高，或无云。,,,7.0,-4.8,无降水,12,,,,
10.04.2022 17:00,28.0,663.4,750.1,-0.8,9,从西方吹来的风,5,,16,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,29.2,,,2500或更高，或无云。,,,18.0,-7.8,无降水,12,,,,
10.04.2022 14:00,28.4,664.2,750.7,-1.0,10,从西方吹来的风,6,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.7,28.8,,,2500或更高，或无云。,,,20.0,-6.1,无降水,12,,,,
10.04.2022 11:00,24.7,665.2,751.9,-0.1,13,从西南方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.7,27.7,,,2500或更高，或无云。,,,11.0,-5.5,无降水,12,,,,
10.04.2022 08:00,13.4,665.3,752.2,1.0,34,从西北偏北方向吹来的风,1,,5,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,4.7,,,,2500或更高，或无云。,,,4.9,-2.1,无降水,12,,,,
10.04.2022 05:00,6.5,664.3,751.5,0.0,40,从北方吹来的风,1,,11,,云量发展情况没有进行观测或无法观测。 ,,,3.9,27.7,,,2500或更高，或无云。,,,10.0,-6.1,无降水,12,,,,
10.04.2022 02:00,7.9,664.3,751.1,,35,从东北方吹来的风,1,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,27.7,,,2500或更高，或无云。,,,12.0,-6.6,无降水,12,,,,
09.04.2022 20:00,22.2,664.0,750.8,0.5,9,从西南方吹来的风,2,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,27.7,,,2500或更高，或无云。,,,14.0,-12.2,无降水,12,,,,
09.04.2022 17:00,25.9,663.5,749.9,-0.7,7,从西方吹来的风,5,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,27.7,,,2500或更高，或无云。,,,23.0,-12.5,无降水,12,,,,
09.04.2022 14:00,26.6,664.2,750.5,-2.4,7,从西南方吹来的风,4,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.9,27.0,,,2500或更高，或无云。,,,20.0,-12.0,无降水,12,,,,
09.04.2022 11:00,21.9,666.6,753.6,-0.7,10,从西南偏西方向吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.9,27.0,,,2500或更高，或无云。,,,17.0,-11.1,无降水,12,,,,
09.04.2022 08:00,12.6,667.3,755.2,1.2,23,从西方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,3.9,27.0,,,2500或更高，或无云。,,,17.0,-8.0,无降水,12,,,,
09.04.2022 05:00,10.8,666.1,752.8,-0.1,22,从西北偏西方向吹来的风,4,,12,,云量发展情况没有进行观测或无法观测。 ,,,,27.0,,,2500或更高，或无云。,,,22.0,-10.1,无降水,12,,,,
09.04.2022 02:00,11.2,666.2,752.8,,28,从西方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,27.0,,,2500或更高，或无云。,,,13.0,-6.6,无降水,12,,,,
08.04.2022 20:00,17.9,665.1,753.0,0.4,11,从西南方吹来的风,2,,14,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,27.0,,,2500或更高，或无云。,,,12.0,-13.0,无降水,12,,,,
08.04.2022 17:00,26.2,664.7,753.0,-1.1,6,从西北偏西方向吹来的风,6,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,27.0,,,2500或更高，或无云。,,,21.0,-14.2,无降水,12,,,,
08.04.2022 14:00,26.6,665.8,754.0,-2.7,6,从西方吹来的风,6,,14,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.6,,,,2500或更高，或无云。,,,26.0,-13.9,无降水,12,,,,
08.04.2022 11:00,20.9,668.5,757.3,-1.3,13,从西南方吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.6,,,,2500或更高，或无云。,,,21.0,-8.5,无降水,12,,,,
08.04.2022 08:00,10.9,669.8,758.5,0.1,29,从西南偏西方向吹来的风,0,,3,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.6,,,,2500或更高，或无云。,,,10.0,-6.4,无降水,12,,,,
08.04.2022 05:00,-0.1,669.7,759.1,-0.4,60,从西北方吹来的风,1,,9,,云量发展情况没有进行观测或无法观测。 ,,,-2.8,23.4,,,2500或更高，或无云。,,,16.0,-7.1,无降水,12,,,,
08.04.2022 02:00,1.0,670.1,759.5,,54,从西北偏西方向吹来的风,1,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,23.4,,,2500或更高，或无云。,,,16.0,-7.3,无降水,12,,,,
07.04.2022 20:00,17.1,670.6,760.0,0.2,13,从西方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,23.4,,,2500或更高，或无云。,,,30.0,-11.5,无降水,12,,,,
07.04.2022 17:00,22.7,670.4,760.3,-1.2,10,从西北偏西方向吹来的风,5,,13,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,23.4,,,2500或更高，或无云。,,,30.0,-10.5,无降水,12,,,,
07.04.2022 14:00,22.5,671.6,761.2,-2.3,11,从西方吹来的风,5,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.8,22.7,,,2500或更高，或无云。,,,30.0,-9.4,无降水,12,,,,
07.04.2022 11:00,17.9,673.9,763.8,,19,从西南方吹来的风,3,,5,, ,,,-2.8,18.9,,,,,,14.0,-6.0,无降水,6,,,,
07.04.2022 08:00,7.1,674.7,765.4,0.5,38,从西北偏西方向吹来的风,0,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-2.8,18.9,,,2500或更高，或无云。,,,12.0,-6.3,无降水,12,,,,
07.04.2022 05:00,-2.0,674.2,765.4,-0.4,65,从东北偏北方向吹来的风,1,,12,,云量发展情况没有进行观测或无法观测。 ,,,-2.3,18.9,,,2500或更高，或无云。,,,19.0,-7.7,无降水,12,,,,
07.04.2022 02:00,1.2,674.6,765.4,,52,从西北偏北方向吹来的风,1,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.2,18.9,,,2500或更高，或无云。,,,30.0,-7.8,无降水,12,,,,
06.04.2022 20:00,12.5,674.4,765.1,2.0,21,从西北偏北方向吹来的风,2,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.3,18.9,,,2500或更高，或无云。,,,24.0,-9.2,无降水,12,,,,
06.04.2022 17:00,18.2,672.4,762.3,-1.2,15,从西北偏北方向吹来的风,7,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.3,19.1,,,2500或更高，或无云。,,,30.0,-8.8,无降水,12,,,,
06.04.2022 14:00,17.9,673.6,763.7,-1.4,15,从西北偏北方向吹来的风,5,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.3,19.7,,,2500或更高，或无云。,,,30.0,-9.1,无降水,12,,,,
06.04.2022 11:00,14.3,675.0,764.8,0.3,26,从西北偏西方向吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.3,19.7,,,2500或更高，或无云。,,,18.0,-4.9,无降水,12,,,,
06.04.2022 08:00,6.3,674.7,765.4,1.2,48,从东南偏南方向吹来的风,1,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,1.3,19.7,,,2500或更高，或无云。,,,8.0,-3.9,无降水,12,,,,
06.04.2022 05:00,4.4,673.5,763.3,-0.6,48,从西北偏西方向吹来的风,2,,10,,云量发展情况没有进行观测或无法观测。 ,,,-1.5,19.7,,,2500或更高，或无云。,,,20.0,-5.9,无降水,12,,,,
06.04.2022 02:00,4.7,674.1,764.1,,38,从西北方吹来的风,1,,10,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,19.7,,,2500或更高，或无云。,,,30.0,-8.4,无降水,12,,,,
05.04.2022 20:00,12.9,674.2,764.5,0.9,19,从东北偏东方向吹来的风,6,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,19.7,,,2500或更高，或无云。,,,19.0,-10.2,无降水,12,,,,
05.04.2022 17:00,19.1,673.3,763.0,-1.4,12,从东南偏南方向吹来的风,2,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,21.1,,,2500或更高，或无云。,,,23.0,-11.0,无降水,12,,,,
05.04.2022 14:00,18.6,674.7,764.2,-1.0,12,从东北偏北方向吹来的风,4,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.5,22.1,,,2500或更高，或无云。,,,24.0,-11.4,无降水,12,,,,
05.04.2022 11:00,16.3,675.7,766.3,0.2,15,从西北偏北方向吹来的风,4,,12,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.5,22.1,,,2500或更高，或无云。,,,11.0,-10.4,无降水,12,,,,
05.04.2022 08:00,8.8,675.5,765.4,1.3,23,从西北偏西方向吹来的风,4,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-1.5,22.1,,,2500或更高，或无云。,,,30.0,-11.2,无降水,12,,,,
05.04.2022 05:00,5.2,674.2,763.7,,27,从西方吹来的风,2,,15,,云量发展情况没有进行观测或无法观测。 ,,,,22.1,,,2500或更高，或无云。,,,30.0,-12.3,无降水,12,,,,
05.04.2022 02:00,8.3,673.8,763.0,,29,从西北偏西方向吹来的风,3,,15,, ,,,,22.1,,,,,,19.0,-8.7,无降水,6,,,,
04.04.2022 20:00,15.9,672.3,762.3,0.8,13,从西方吹来的风,3,,15,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,22.1,,,2500或更高，或无云。,,,25.0,-12.5,无降水,12,,,,
04.04.2022 17:00,20.9,671.5,762.1,-0.9,9,从西北偏西方向吹来的风,6,,15,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,22.1,,,2500或更高，或无云。,,,29.0,-13.2,无降水,12,,,,
04.04.2022 14:00,19.4,672.4,763.1,-2.4,19,从西南偏西方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.8,19.5,,,2500或更高，或无云。,,,13.0,-4.8,无降水,12,,,,
04.04.2022 11:00,15.0,674.8,766.2,-0.1,22,从西南方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.8,16.8,,,2500或更高，或无云。,,,15.0,-6.5,无降水,12,,,,
04.04.2022 08:00,5.7,674.9,767.2,0.7,42,从西北偏西方向吹来的风,2,,3,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,-3.8,,,,2500或更高，或无云。,,,13.0,-6.2,无降水,12,,,,
04.04.2022 05:00,-2.9,674.2,765.9,-0.4,62,从西北方吹来的风,0,,5,,云量发展情况没有进行观测或无法观测。 ,,,-8.0,16.8,,,2500或更高，或无云。,,,11.0,-9.2,无降水,12,,,,
04.04.2022 02:00,-1.5,674.6,766.2,,55,从西北偏北方向吹来的风,1,,11,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,16.8,,,2500或更高，或无云。,,,18.0,-9.4,无降水,12,,,,
